"STATION","NAME","DATE","AWND","PGTM","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WSF2","WSF5"
"US1FLBW0155","COOPER CITY 1.3 NE, FL US","2023-09-25",,,,,,,,,,,
"US1FLBW0155","COOPER CITY 1.3 NE, FL US","2023-09-26",,,,,,,,,,,
"US1FLBW0155","COOPER CITY 1.3 NE, FL US","2023-09-27",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-01",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-02",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-03",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-04",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-05",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-06",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-07",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-08",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-09",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-10",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-11",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-12",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-13",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-14",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-15",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-16",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-17",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-18",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-19",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-20",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-21",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-22",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-23",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-24",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-25",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-26",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-27",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-28",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-29",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-30",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-01-31",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-01",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-02",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-03",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-04",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-05",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-06",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-07",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-08",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-09",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-10",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-11",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-12",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-13",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-14",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-15",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-16",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-17",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-18",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-19",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-20",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-21",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-22",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-23",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-24",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-25",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-26",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-27",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-02-28",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-01",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-02",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-03",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-04",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-05",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-06",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-07",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-08",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-09",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-10",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-11",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-12",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-13",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-14",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-15",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-16",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-17",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-18",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-19",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-20",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-21",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-22",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-29",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-30",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-03-31",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-01",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-02",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-03",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-04",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-05",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-06",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-07",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-08",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-09",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-10",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-11",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-12",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-13",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-14",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-15",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-16",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-17",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-18",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-19",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-20",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-21",,,,,,,,,,,
"US1FLBW0013","MIRAMAR 3.0 WNW, FL US","2022-04-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-27",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-28",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-29",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-30",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-01-31",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-27",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-02-28",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-27",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-28",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-29",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-30",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-03-31",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-27",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-28",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-29",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-04-30",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-30",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-05-31",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-20",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-21",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-22",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-23",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-24",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-25",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-26",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-27",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-28",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-29",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-06-30",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-01",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-02",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-03",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-04",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-05",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-06",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-07",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-08",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-09",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-10",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-11",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-12",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-13",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-14",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-15",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-16",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-17",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-18",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-19",,,,,,,,,,,
"US1FLMD0079","MIAMI 5.7 N, FL US","2022-07-20",,,,,,,,,,,
